Title,Summary,Categories,References,Links,Last_Edited,Word_Count,Image_Count,Section_Count,External_Links,First_Edit_Year
Strategies for engineered negligible senescence,"Strategies for engineered negligible senescence (SENS) is a range of proposed regenerative medical therapies, either planned or currently in development, for the periodic repair of all age-related damage to human tissue. These therapies have the ultimate aim of maintaining a state of negligible senescence in patients and postponing age-associated disease.[1] SENS was first defined by British biogerontologist Aubrey de Grey. Many mainstream scientists believe that it is a fringe theory.[2] De Grey later highlighted similarities and differences of SENS to subsequent categorization systems of the biology of aging, such as the highly influential Hallmarks of Aging published in 2013.[3][4]",Fringe science;1999 introductions;Senescence;Immortality;Regenerative biomedicine;Biomedical engineering;Life extension;Gene therapy,24,424,23-Nov-24,1036,3,9,62,2024
Superstition in India,,Alternative medicine;Superstitions of India;Fringe science;Culture of India;Deception;Pseudoscience;Superstitions;Social issues in India;Obsolete scientific theories,133,1433,4-Apr-25,3083,5,37,167,2025
Touchless knockout,"Touchless knockout or no-touch knockout is a fraudulent practice by con artists who claim knowledge of techniques by which an enemy combatant can be rendered unconscious solely by application of qi, kiai or similar methods, without making physical contact. This differs from pressure point techniques which involve light or slight contact to specific areas of the body causing unconsciousness. Skeptics believe apparent demonstrations of touchless knockout techniques to be hypnotism of, or acting (collusion) on the part of, the apparent victims of the technique.",Martial arts techniques;Mind–body interventions;Fringe science,7,47,25-Sep-24,228,0,1,9,2024
Vertebral subluxation,"In chiropractic, a vertebral subluxation means pressure on nerves, abnormal functions creating a lesion in some portion of the body, either in its action or makeup (defined by D.D. Palmer and B.J. Palmer, founders of chiropractic). Chiropractors claim subluxations are not necessarily visible on X-rays.",Chiropractic;Fringe science;Vitalism;Alternative medical treatments;Alternative diagnoses,37,734,22-Dec-24,3752,8,12,65,2024
viXra,viXra is an electronic e-print archive known for unorthodox and fringe science.[1][2][3] It was set up by independent physicist Philip Gibbs as an alternative to the dominant arXiv service operated by Cornell University. Its name comes from arXiv spelled backwards.[4][5],Eprint archives;Online archives of the United States;Fringe science;Internet properties established in 2009;Website stubs,11,95,26-Apr-25,276,3,4,28,2025
Yinzibing,"Yinzibing (阴滋病) is an unverified disease. AIDS-like symptoms were reported by people who claimed that they had caught such disease, but tested negative for HIV.",2011 in China;HIV/AIDS;Fringe science,8,48,5-Dec-24,214,0,4,16,2024
Wikipedia:FAQ/Categorization,Unknown,Wikipedia FAQs;Wikipedia categorization;Wikipedia categories,0,142,26-Jan-25,0,1,0,5,Unknown
History of science,,History of science;Science studies,249,3334,10-Apr-25,14855,51,56,366,2025
History and philosophy of science,"The history and philosophy of science (HPS) is an academic discipline that encompasses the philosophy of science and the history of science. Although many scholars in the field are trained primarily as either historians or as philosophers, there are degree-granting departments of HPS at several prominent universities. Though philosophy of science and history of science are their own disciplines, history and philosophy of science is a discipline in its own right.[1][2]",Philosophy of science;History of science,6,434,27-Aug-23,546,12,3,11,2023
History of science and technology,,History of science and technology;Historiography of science;History of science;History of technology;History of industries;Technological change;Technology;Technology systems;History by topic,69,780,13-Mar-25,761,8,27,96,2025
Academic genealogy,"An academic genealogy (or scientific genealogy) organizes a family tree of scientists and scholars according to mentoring relationships, often in the form of dissertation supervision relationships, and not according to genetic relationships as in conventional genealogy. Since the term academic genealogy has now developed this specific meaning, its additional use to describe a more academic approach to conventional genealogy would be ambiguous, so the description scholarly genealogy is now generally used in the latter context.",Academia;Genealogy;History of science,6,86,8-Dec-24,387,2,4,28,2024
Aether (classical element),"According to ancient and medieval science, aether (/ˈiːθər/, alternative spellings include æther, aither, and ether), also known as the fifth element or quintessence, is the material that fills the region of the universe beyond the terrestrial sphere.[1] The concept of aether was used in several theories to explain several natural phenomena, such as the propagation of light and gravity. In the late 19th century, physicists postulated that aether permeated space, providing a medium through which light could travel in a vacuum, but evidence for the presence of such a medium was not found in the Michelson–Morley experiment, and this result has been interpreted to mean that no luminiferous aether exists.[2]",Aether theories;Classical elements;Energy (esotericism);Esoteric cosmology;History of science;Mythological substances;Concepts in ancient Greek metaphysics;Words and phrases derived from Greek mythology,1,282,17-Mar-25,1586,13,8,36,2025
Alchemy,,Alchemy;Eastern esotericism;Western esotericism;Natural philosophy;History of science,2,1858,22-Apr-25,8221,25,29,166,2025
History of anthropometry,"The history of anthropometry includes its use as an early tool of anthropology, use for identification, use for the purposes of understanding human physical variation in paleoanthropology and in various attempts to correlate physical with racial and psychological traits. At various points in history, certain anthropometrics have been cited by advocates of discrimination and eugenics often as a part of some social movement or through pseudoscientific claims.",Anthropometry;History of neuroscience;History of science;Criminology;Race and intelligence controversy;Biological anthropology;Human height;Human body weight;Scientific racism;History of measurement,41,601,23-Dec-24,3107,10,12,71,2024
Antikythera mechanism,Unknown,"Antikythera Mechanism;3rd-century BC artifacts;2nd-century BC artifacts;1st-century BC artifacts;1902 archaeological discoveries;1902 in Greece;Ancient Greek astronomy;Greek mathematics;Ancient Greek technology;Ancient inventions;Analog computers;Antikythera;Archaeoastronomy;Archaeological discoveries in the Ionian Islands;Astronomical instruments;Greek inventions;Hellenistic engineering;History of computing;History of mathematics;History of science;History of technology;Mechanical calculators;Mechanical computers;National Archaeological Museum, Athens",9,1452,24-Apr-25,0,1,0,295,2025
Antiquarian science books,"Antiquarian science books are original historical works (e.g., books or technical papers) concerning science, mathematics and sometimes engineering. These books are important primary references for the study of the history of science and technology, they can provide valuable insights into the historical development of the various fields of scientific inquiry (History of science, History of mathematics, etc.)",History of science;History of mathematics;Engineering literature;Lists of publications in science;Science books;Mathematics books;Book collecting;Books by type,104,1053,29-Dec-24,180,9,8,187,2024
Astrology and astronomy,,History of astronomy;Astrology;Ancient astronomy;Philosophy of astronomy;History of science,22,503,18-Apr-25,1679,23,8,48,2025
Barlow's law,"Barlow's law is an incorrect physical law proposed by Peter Barlow in 1825 to describe the ability of wires to conduct electricity.[1][2] It says that the strength of the effect of electricity passing through a wire varies inversely with the square root of its length and directly with the square root of its cross-sectional area, or, in modern terminology:",History of science;Obsolete theories in physics,6,48,22-Sep-23,388,4,1,8,2023
Bharat Ki Chhap,,Documentary films about the history of science;History of science;Hindi-language television shows;Indian documentary television series;DD National original programming;1987 Indian television series debuts,9,49,14-Oct-24,135,1,2,10,2024
Big science,,History of science;Politics of science;Criticism of science,10,164,8-Jul-24,964,6,6,26,2024
Book of Nature,"The Book of Nature is a religious and philosophical concept originating in the Latin Middle Ages that explores the relationship between religion and science, which views nature as a book for knowledge and understanding. Early theologians, such as St. Paul,[1] believed the Book of Nature was a source of God's revelation to humankind. He believed that when read alongside sacred scripture, the ""book"" and the study of God's creations would lead to a knowledge of God himself. This type of revelation is often referred to as a general revelation. The concept corresponds to the early Greek philosophical belief that humans, as part of a coherent universe, are capable of understanding the design of the natural world through reason. Philosophers, theologians, and scholars frequently deploy the concept. The phrase was first used by Galileo, who used the term when writing about how ""the book of nature [can become] readable and comprehensible"".[2]",History of science;Religion and science;God in Christianity;Creationism;Medieval philosophy;Concepts in epistemology,21,153,12-Apr-25,2113,0,9,15,2025
